,full_text_id,segment,arg_comp,sem_type,arg_comp_correct,sem_type_correct
342,3,"Why did it take six weeks to try this thing?
What amount of testimony?
What kind of testimony did the government offer?
Had it that been true, I don't see, how could it take them six weeks?
Did they summon all the people are supposed to be gambling there and people who had been gambling there?
Did they try out his guilt of being a gambler?
How long did he testify, do you know?
You just know -- you just don't know enough to give me the real facts about that thing?
Yes, I -- I know --
Maybe it's not relevant",NA,NA,,
343,3,but I -- I'm just curious to know,NA,NA,,
344,3,How many defendants -- how many co-indictees were there—,premise,logos-pathos,,
345,4,"If the Court please, this case is here on petition of -- for certiorari for the examination of two questions decided in the first instance by the National Labor Relations Board and affirmed on appeal by the Second Circuit",premise,logos,,
346,4,"The two questions will designate, first, the loss of status question that arises under Section 8 (d) of the National Labor Relations Act, which we'll advert to at more length in a few moments",claim,evaluation-rational,,
347,4,"The second question which was allowed on the petition for the writ was the contract question, that is, whether the Board properly found that the strike involved in this issue -- in this proceeding was not a violation of a no-strike commitment made in a contract by one of the unions involved",premise,logos-pathos,,
348,4,"Now, I'm going to make a rather brief truncated statement of the facts",claim,evaluation-rational,,
349,4,because that is all that's required to raise the strict issues of law here,premise,logos,,
350,4,"However, I may, later on in the argument, advert to certain facts which I do not state at this time not",claim,evaluation-rational,,
351,4,"because I think that there are necessary to raise the issues,",premise,logos,,
352,4,but,NA,NA,,
353,4,because they may throw some light on the reasons why Congress undertook to an Act as brought an Act as it did here,premise,logos,,
354,4,"The petitioner, to get on with the facts, operates a plant in New York City",premise,logos-pathos,,
355,4,"In 1949, it entered into a collective bargaining contract with a union, Local 22045, a federal union of the American Federation of Labor which, then, was unquestionably the representative of the employees concerned",premise,logos,,
356,4,"That contract contained a no-strike clause, the language of which we will get to in its appropriate place",premise,logos,,
357,4,"The contract was about half expired when, in August of 1950, a CIO union, Local 65 of the Merchandise Workers, I believe it is, made an organizational attack on the plant and it met with a good deal of success, at least sufficient to enable it to file a petition for recognition for the National Labor Relations Board in the latter part of September",premise,logos,,
358,4,"Meanwhile, the incumbent union, Local 22045, had demanded on about September 7th, some weeks before its 60-day renewal period of its contract approached, an increase of wages in the amount of 12-and-a half cents per hour, and that was all",premise,logos-pathos,,
359,4,"The petitioner here was admittedly concerned with the reputation of the assaulting union, Local 65, as being inflicted or infiltrated with Communism, which he opposed",premise,logos-pathos,,
360,4,"He proposed, therefore, to the incumbent union that they join together to take steps to combat the rating union, Local 65",premise,logos,,
361,4,"They believed, however, that the incumbent was a bit too weak to cope with the situation and, so, he got in touch with another union, a Local 318 of the Pulp and Sulphite Workers",premise,logos-pathos,,
362,4,"And, he sought to induce the incumbent, Local 22045, to turn over the bargaining agency to this Local 318 of the Pulp and Sulphite Workers",premise,logos,,
363,4,"That attempt to induce a voluntary turnover of the agency failed and it is found, and we do not now deny before this Court, that the petitioner, thereupon, committed a series of unfair labor practices which may be summed up as supporting an organizational drive in support of Local 318 of the Pulp and Sulphite Workers",premise,logos-pathos,,
364,4,There was one additional unfair labor practice to which I'll advert in a moment,premise,logos-pathos,,
365,4,"In October of 1950, we have this situation then that the representation proceeding was pending",premise,logos,,
366,4,"The employer supported, and which Board -- the Board properly held to be an unfair labor practice, an organizational drive to unseat the bargaining agent",premise,logos-pathos,,
367,4,"And, the bargaining agent itself reacted by upping its demands to 25 cents per hour and including a demand for a welfare fund",premise,logos-pathos,,
368,4,"At some later point, in the dealings between then and the time of the strike which I'm about to come to, Local 22045 concluded that it itself wished to transfer its bargaining rights to the Carpenters Union, a Local 3127",premise,logos,,
369,4,The reason why it said it wanted to do that was,claim,evaluation-rational,,
370,4,because the bargaining --,NA,NA,,
371,4,"because the Carpenters Union was equipped to administer the welfare fund which it had demanded, and it itself was not",premise,logos,,
372,4,"We come down to November 10th, then, with the situation of three, at least, contending interests on the union's side, Local 65, Local 318, and this hybrid Local 22045-3127",premise,logos-pathos,,
373,4,"On November 10th, there was an employee by the name of Ciccone, employed in the machine shop, and he had, unquestionably, been soliciting on behalf of the 22045-3127 combination",premise,pathos,,
374,4,We are in no position to contest that at this level,claim,evaluation-rational,,
375,4,"Let me distinguish on your use of the word ""caused""",claim,evaluation-rational,,
376,4,I will admit that the employees struck in response to the unfair labor practices,premise,logos-pathos,,
377,4,That is as far as I will admit to a chain of causation,premise,logos,,
378,4,The Court's findings paralleled the Board precisely,claim,evaluation-rational,,
379,4,They -- paralleled the Boards precisely,premise,logos,,
380,4,The Board found that -- its terminology was that the unfair labor practice is caused,premise,logos-pathos,,
381,4,"Well, there is a distinction between the scientific notion, of course, in the sense in which the Board used it",claim,evaluation-rational,,
382,4,I -- I said that the Board found that strike was caused by the unfair labor practices,premise,pathos,,
383,4,"Now, that does not mean, and the Board did not intend to find, that this employer physically ousted these people from the premises wherefore they're being divorced from their occupation, there was a strike",premise,logos-pathos,,
384,4,"It will not be, I think, Your Honor, as we proceed with the argument",claim,interpretation,,
385,4,"There is an argument, when I get to the contract phase of this, advanced by my opponent on which I think you will find that it may be quite material",claim,evaluation-rational,,
386,4,"Well, the Board draws a conclusion --
Let me anticipate it",NA,NA,,
387,4,"The Board -- the Board draws a conclusion or, rather, counsel for the Board draws a conclusion which is, I think, supported by the Board's own opinion of the case, and his conclusion is this",NA,NA,,
388,4,"That you cannot assert, as a defense, your no-strike clause for the reason that the strike was caused by unfair labor practices and you cannot take advantage of your own wrong",claim,evaluation-rational,,
389,4,"Now, we would say that if “course” were used in the absolute scientific sense by the Board, that that would be valid",premise,logos,,
390,4,"However, intervening between the unfair labor practice, which is the stated cause, and the result which is the strike, you have the voluntary action of the strikers",premise,logos,,
391,4,They don't have to strike,premise,logos,,
392,4,Nobody forced them to strike,premise,logos,,
393,4,The strike wasn't caused in the scientific sense,claim,evaluation-rational,,
394,4,"I would say that, in this precise connection, if there were such a connection between the asserted cause and the asserted result that one inevitably flowed from the other, the connection would be scientific,",NA,NA,,
395,4,but they are voluntary intervening acts of parties not under the control of the petitioner,premise,logos,,
396,4,"And, I say that when the Board says the strike was caused by the unfair labor practices, we will admit that",premise,logos-pathos,,
397,4,but only in the sense that the strike action was taken voluntarily in response to the unfair labor practices which were committed,premise,logos-pathos,,
